Unnamed: 0,userid,tweetid,text,hashtags,author_id,original_tweet_id
324450,1088051006255054848,1500477742319640582,@EuropeanUnity1 #CocaCola #McDonalds #Pepsi stop trading in #russia #RussianUkrainianWar #StopPutinNOW #StandWithUkraine️,"[{'text': 'CocaCola', 'indices': [37, 46]}, {'text': 'McDonalds', 'indices': [47, 57]}, {'text': 'Pepsi', 'indices': [58, 64]}, {'text': 'russia', 'indices': [81, 88]}, {'text': 'RussianUkrainianWar', 'indices': [89, 109]}, {'text': 'StopPutinNOW', 'indices': [110, 123]}]",2803295238,1500597242121621509
527345,2803295238,1500598745490239491,"Do not trust Boris Johnson @BorisJohnson of the #Conservative party He made promises to his wife, and broke them, to girlfriends with whom he has other children He has broken every promise he has ever made, and now he intends to let down refugees from #Ukraine #ResignJohnson https://t.co/76TlcGkEq3","[{'text': 'Conservative', 'indices': [66, 79]}]",1224660916685475841,1500607913907437576
541823,1224660916685475841,1500607913907437576,"Definitely NOT on #VladTheDestroyer's playlist!

#StandWithUkraine 
#SolidarniZUkraina 

Russia&amp;#39;s most famous feminists: What Pussy Riot did next... https://t.co/6OcjnEAl4g via @MetroUK","[{'text': 'VladTheDestroyer', 'indices': [18, 35]}, {'text': 'StandWithUkraine', 'indices': [49, 66]}, {'text': 'SolidarniZUkraina', 'indices': [68, 86]}]",46898380,1500395764140462084
226656,46898380,1500419294139584512,"#Watch: @SonuSood helps Indian students get back home from #Ukraine 🇺🇦 🇮🇳

#SonuSood #Tollywood #TollywoodActor #Bollywood #BollywoodActor #UkraineCrisis #RussiaUkraineConflict #UkraineUnderAttaсk #UkraineRussiaWar https://t.co/3e3iWl7Kvg","[{'text': 'Watch', 'indices': [14, 20]}, {'text': 'Ukraine', 'indices': [73, 81]}, {'text': 'SonuSood', 'indices': [89, 98]}, {'text': 'Tollywood', 'indices': [99, 109]}, {'text': 'TollywoodActor', 'indices': [110, 125]}, {'text': 'Bollywood', 'indices': [126, 136]}]",1235244517307166725,1500488875348799489
343351,1235244517307166725,1500488875348799489,"#RussianUkrainianWar 
-According to #Ukraine, #Russia has used 70% of its arsenal of cruise missiles and has now started using ballistic missiles (PROBABLY PROPAGANDA)
-#karkhiv an alleged #Iskander missile hit a structure near a road
#BREAKING https://t.co/HQ8K8fwX7L","[{'text': 'RussianUkrainianWar', 'indices': [0, 20]}, {'text': 'Ukraine', 'indices': [36, 44]}, {'text': 'Russia', 'indices': [46, 53]}, {'text': 'karkhiv', 'indices': [169, 177]}, {'text': 'Iskander', 'indices': [189, 198]}, {'text': 'BREAKING', 'indices': [235, 244]}]",1384053916690571264,1500514967623290885
386299,1384053916690571264,1500514967623290885,"Anyone hear anything further about the Russian jet flying to the states yesterday? 

#RussianUkrainianWar #UkraineRussianWar #Ukraine️","[{'text': 'RussianUkrainianWar', 'indices': [85, 105]}, {'text': 'UkraineRussianWar', 'indices': [106, 124]}, {'text': 'Ukraine️', 'indices': [125, 134]}]",1500410013164187649,1500400401593647106
216366,1500410013164187649,1500412525548027905,@ua_parliament @Isaac_Herzog @naftalibennett @IsraelinUkraine @AlonUshpiz close the sky over #Ukraine,"[{'text': 'Ukraine', 'indices': [93, 101]}]",1251947750272442372,1500522390480109570
398032,1251947750272442372,1500522390480109570,"#BREAKING #UKRAINE #RUSSIA

🔴UKRAINE : #VIDEO EXPLOSION IN THE MIDDLE OF THE RESIDENTIAL AREA IN #IRVIN, NEAR #KYIV! 

Targeting the people in the middle of a residential area...
This is ruthless action.

#BreakingNews #UkraineRussia #UkraineRussie #UkraineWar #Ucrania #WARCRIME https://t.co/0lMuSEimZ6","[{'text': 'BREAKING', 'indices': [0, 9]}, {'text': 'UKRAINE', 'indices': [10, 18]}, {'text': 'RUSSIA', 'indices': [19, 26]}, {'text': 'VIDEO', 'indices': [39, 45]}, {'text': 'IRVIN', 'indices': [97, 103]}, {'text': 'KYIV', 'indices': [110, 115]}, {'text': 'BreakingNews', 'indices': [205, 218]}, {'text': 'UkraineRussia', 'indices': [219, 233]}, {'text': 'UkraineRussie', 'indices': [234, 248]}, {'text': 'UkraineWar', 'indices': [249, 260]}, {'text': 'Ucrania', 'indices': [261, 269]}, {'text': 'WARCRIME', 'indices': [270, 279]}]",1500573217131569156,1500614131518484483
553540,1500573217131569156,1500614131518484483,The four scenarios of the #Russia #Ukraine war. https://t.co/2eJxqgGTSu,"[{'text': 'Russia', 'indices': [26, 33]}, {'text': 'Ukraine', 'indices': [34, 42]}]",360164560,1500148989928292356
43177,360164560,1500290744422002694,"What the people of #Kyiv fear from the #Russian invasion is what the people of Baghdad experienced in 2003 and the American invasion.
Retribution before the crime or conviction after the crime?
https://t.co/gXxVVgFJJ2","[{'text': 'Kyiv', 'indices': [39, 44]}, {'text': 'Russian', 'indices': [59, 67]}]",1457417072271507460,1500231925537153032
98373,1457417072271507460,1500333276057112576,@iamSas @AaronWherry Can Canadians travel to #UkraineRussianWar to help fight? I am #ukrainiancanadian and want to go. Are there any laws preventing me from going ?,"[{'text': 'UkraineRussianWar', 'indices': [45, 63]}, {'text': 'ukrainiancanadian', 'indices': [84, 102]}]",907452811398578177,1500519200565174274
4419,1409969753062576132,1500261981059751941,"Visa and MasterCard suspend all services in Russia.

The majority of russian citizens only want PEACE!✌🏼
Is this fair? Should normal people suffer for their leaders decisions? 🇷🇺🇺🇦

@Visa @Mastercard #Russian #RussianUkrainianWar #Ukraine #visa #mastercard #cryptocurrecy $War","[{'text': 'Russian', 'indices': [200, 208]}, {'text': 'RussianUkrainianWar', 'indices': [209, 229]}, {'text': 'Ukraine', 'indices': [230, 238]}, {'text': 'visa', 'indices': [239, 244]}, {'text': 'mastercard', 'indices': [245, 256]}, {'text': 'cryptocurrecy', 'indices': [257, 271]}]",701420647323406336,1499551530852266005
537509,907452811398578177,1500605425305198604,@OstapYarysh It seems the #Russian invasion of Ukraine has unwittingly revealed #Ukraines qualifications to be a member of #NATO - if Ukraine still exists.,"[{'text': 'Russian', 'indices': [26, 34]}, {'text': 'Ukraines', 'indices': [80, 89]}, {'text': 'NATO', 'indices': [123, 128]}]",912583795,1500526686999396356
1963,701420647323406336,1500261035655458816,"Amazingly, Ukrainian theoretical physicist Isaak Khalatnikov, who worked with Lev Landau and co-developed the chaotic early universe model, was an active researcher almost up to the time of his death at the age of 101 in January 2021

https://t.co/mIYcCYZ4EX

#StandWithUkraine 🇺🇦 https://t.co/7NfBdaEaH9",[],252365681,1500506430675238913
407175,912583795,1500527136704278531,"#Ukraine️ has been a notorious site for human trafficking, money laundering, and brutality for decades, mostly ignored, but now that Ukraine is  ""trending,"" the opportunists, investors, and others who benefit by manipulating you rely on stories like this to forward their agenda. https://t.co/y7pc7ffK5y","[{'text': 'Ukraine️', 'indices': [19, 28]}]",2222931763,1500489359916687365
382304,252365681,1500512025218269185,"If we have a choice between pissing off our allies by “going it alone” and taking proactive steps to prevent Putin from invading another country, which one is more meaningful? Especially to the people of #Ukraine","[{'text': 'Ukraine', 'indices': [204, 212]}]",1236100933408325632,1500388731739512833
394978,2222931763,1500519529625104392,@JetA1plus @linbuge666 @Raj20285740 @BBCWorld Irrelevant to #Ukraine,"[{'text': 'Ukraine', 'indices': [60, 68]}]",1492750379108515840,1500496614766620676
178409,1236100933408325632,1500388731739512833,Citizens of the city where nuclear power plants are are protesting and begging #NATO to #ClosetheSkyoverUkraine u can prevent #Chernobyl2 #StandWithUkraine️ #StopPutin #StopTheWar #WorldWarIII #Putler @cnnbrk @ABC @BBCBreaking https://t.co/ofz6nvo2br,"[{'text': 'NATO', 'indices': [79, 84]}, {'text': 'ClosetheSkyoverUkraine', 'indices': [88, 111]}, {'text': 'Chernobyl2', 'indices': [126, 137]}, {'text': 'StandWithUkraine️', 'indices': [138, 156]}, {'text': 'StopPutin', 'indices': [157, 167]}, {'text': 'StopTheWar', 'indices': [168, 179]}, {'text': 'WorldWarIII', 'indices': [180, 192]}, {'text': 'Putler', 'indices': [193, 200]}]",768569699466616832,1498547426801889286
356510,1492750379108515840,1500496614766620676,"The 8 missiles that hit the airport in Vinnytsia were launched not from the Russian-occupied Transnistria, but from the Black Sea.

This was stated by the Ministry of Defense of Moldova.

#RussianUkrainianWar #Vinnitsa","[{'text': 'RussianUkrainianWar', 'indices': [188, 208]}, {'text': 'Vinnitsa', 'indices': [209, 218]}]",1495372239570620426,1499165491092467716
498998,768569699466616832,1500582383799709696,"WHAT IS WAR ?

Bombs that cost $ 100,000 Dropping from a plane that cost $100,000,000 flying at a cost of $40,000 per hour to kill people living with less than $10 a day.

#Ukraine #Russia #UkraineRussiaWar #RussiaUkraineConflict https://t.co/NXAxouXFMz",[],16822891,1500294782098321408
495104,1495372239570620426,1500579721502941184,"@RussiaUN @EmbassyofRussia ❗️Consequences of the shelling in Pyatihatki Kharkiv during the day❗️
                           🔞+

#Ukraine #Russia #Kyiv #Odessa #Kharkiv https://t.co/CS0Rgam6fA","[{'text': 'Ukraine', 'indices': [128, 136]}, {'text': 'Russia', 'indices': [137, 144]}, {'text': 'Kyiv', 'indices': [145, 150]}, {'text': 'Odessa', 'indices': [151, 158]}, {'text': 'Kharkiv', 'indices': [159, 167]}]",2465958361,1499659986682662913
48203,16822891,1500294782098321408,".@cnn why put a crossfit trainer like @kajlarsen on your military analysis of #UkraineRussianWar ? Every military analyst you've had on, Defense Secretaries &amp; Supreme Allied Commanders have said #Putin failed in a blitzkrieg strike &amp; this guy says #Putin is taking his time? Weak","[{'text': 'UkraineRussianWar', 'indices': [78, 96]}, {'text': 'Putin', 'indices': [199, 205]}, {'text': 'Putin', 'indices': [256, 262]}]",3167709616,1499501022666018816
536272,2465958361,1500604216058040320,"Ukrainian tells Russian soldier how the Nazis used to terrorise them - area is liberated Pavlopol

#Ukraine #Russia 

https://t.co/LD38nev3ao https://t.co/UmY4lSvPqM","[{'text': 'Ukraine', 'indices': [118, 126]}, {'text': 'Russia', 'indices': [127, 134]}]",3021273576,1500107654500343811
344992,3167709616,1500489387645231105,"Hamburg, #Germany yesterday and 120,000 people showed up. 

#StandWithUkraine️ #UkraineRussiaWar #Ukraine #UkraineRussia #UkraineWar https://t.co/NfEamEYObr","[{'text': 'Germany', 'indices': [28, 36]}, {'text': 'StandWithUkraine️', 'indices': [79, 97]}, {'text': 'UkraineRussiaWar', 'indices': [98, 115]}, {'text': 'Ukraine', 'indices': [116, 124]}, {'text': 'UkraineRussia', 'indices': [125, 139]}]",249729964,1500356180513890304
20942,1486356445843103744,1500273515538300930,"@dating 
Save time and money, bid for a date for free. Win your dream date with the most attractive singles near you.
https://t.co/afzNCTMu7F
#DatingSite #datingsites #datingsiteforpeoplewithherpes #datingsitesforsingle #datingsitesinusa #RussianUkrainianWar #insiders #nftart https://t.co/DDcXIAI8YM","[{'text': 'DatingSite', 'indices': [142, 153]}, {'text': 'datingsites', 'indices': [154, 166]}, {'text': 'datingsiteforpeoplewithherpes', 'indices': [167, 197]}, {'text': 'datingsitesforsingle', 'indices': [198, 219]}, {'text': 'datingsitesinusa', 'indices': [220, 237]}, {'text': 'RussianUkrainianWar', 'indices': [238, 258]}, {'text': 'insiders', 'indices': [259, 268]}, {'text': 'nftart', 'indices': [269, 276]}]",1392129373143142411,1500435183811530756
111077,3021273576,1500342475894198272,"@Reuters The only Crime of Russia is that they are Independent &amp; Not Subservient to the Americans.
Americans have been Needling Russians for far too long.
The Entitlement of Americans to continue with American Exceptionalism just got a Right response. #Putin @vicktop55 @Russ_Warrior","[{'text': 'Putin', 'indices': [256, 262]}]",1425073403602550787,1500494926311796740
128418,249729964,1500356180513890304,Hey @MailOnline any plans on asking anyone in #Ukriane if they understand that this probably a violation of article 13 of the Geneva Convention? https://t.co/7ijDTdMVfK,"[{'text': 'Ukriane', 'indices': [46, 54]}]",4462778176,1500208536156000258
253967,1392129373143142411,1500435183811530756,"Russian and Chechen troops in #Chechnya are rallying for #Ukraine chanting ""Allahu Akbar"" which translates to ""God is almighty"". 
#UkraineRussianWar #RussianUkrainianWar #Putin #PutinWarCrimes #worldwar3 #Europe #USA #Russia #NATO #UkraineUnderAttaсk #RussiaUkraine https://t.co/ebmzp2DEuQ","[{'text': 'Chechnya', 'indices': [30, 39]}, {'text': 'Ukraine', 'indices': [57, 65]}, {'text': 'UkraineRussianWar', 'indices': [130, 148]}, {'text': 'RussianUkrainianWar', 'indices': [149, 169]}, {'text': 'Putin', 'indices': [170, 176]}, {'text': 'PutinWarCrimes', 'indices': [177, 192]}, {'text': 'worldwar3', 'indices': [193, 203]}, {'text': 'Europe', 'indices': [204, 211]}, {'text': 'USA', 'indices': [212, 216]}, {'text': 'Russia', 'indices': [217, 224]}, {'text': 'NATO', 'indices': [225, 230]}, {'text': 'UkraineUnderAttaсk', 'indices': [231, 250]}, {'text': 'RussiaUkraine', 'indices': [251, 265]}]",2932704405,1500475786771505152
351749,1425073403602550787,1500494926311796740,"Apple Co-Founder Calls Bitcoin “Pure Gold”

&gt;&gt; https://t.co/lnoXLia5SM 

#BTC #Bitcoin #Apple #NYC #Lifelesson #gold #makemoneyonline #Bloggers #NYC #Queretaro #QueretaroAtlas #StopPutinNOW #China #Putin #RussianUkrainianWar #nsfwtwt #nrksport #nrkdebatt #love #USA #NTFs #NBA @01 https://t.co/cYr32NBAvN","[{'text': 'BTC', 'indices': [79, 83]}, {'text': 'Bitcoin', 'indices': [84, 92]}, {'text': 'Apple', 'indices': [93, 99]}, {'text': 'NYC', 'indices': [100, 104]}, {'text': 'Lifelesson', 'indices': [105, 116]}, {'text': 'gold', 'indices': [117, 122]}, {'text': 'makemoneyonline', 'indices': [123, 139]}, {'text': 'Bloggers', 'indices': [140, 149]}, {'text': 'NYC', 'indices': [150, 154]}, {'text': 'Queretaro', 'indices': [155, 165]}, {'text': 'QueretaroAtlas', 'indices': [166, 181]}, {'text': 'StopPutinNOW', 'indices': [182, 195]}, {'text': 'China', 'indices': [196, 202]}, {'text': 'Putin', 'indices': [203, 209]}, {'text': 'RussianUkrainianWar', 'indices': [210, 230]}, {'text': 'nsfwtwt', 'indices': [231, 239]}, {'text': 'nrksport', 'indices': [240, 249]}, {'text': 'nrkdebatt', 'indices': [250, 260]}, {'text': 'love', 'indices': [261, 266]}, {'text': 'USA', 'indices': [267, 271]}, {'text': 'NTFs', 'indices': [272, 277]}, {'text': 'NBA', 'indices': [278, 282]}]",705011648558473220,1500328657683988483
231628,4462778176,1500421709463175169,"@SenOssoff @ossoff Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin #CloseTheSky","[{'text': 'Putin', 'indices': [87, 93]}, {'text': 'SafeAirliftUkraine', 'indices': [142, 161]}, {'text': 'StopPutin', 'indices': [162, 172]}, {'text': 'CloseTheSky', 'indices': [173, 185]}]",237907408,1500596277805219841
319939,2932704405,1500475786771505152,"@SenGaryPeters Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, please provide #SafeAirliftUkraine #StopPutin","[{'text': 'Putin', 'indices': [83, 89]}, {'text': 'SafeAirliftUkraine', 'indices': [145, 164]}, {'text': 'StopPutin', 'indices': [165, 175]}]",26263379,1500279625410236418
92221,705011648558473220,1500328657683988483,"🇭🇺🇷🇺🇪🇺 @PublicusIntezet research shows that 67% of Hungarians tend to agree with the statement that #Orbán and his government are damaging #European unity by serving the interests of #Russian President #Putin, thus jeopardizing the security of #Europe and #Hungary. https://t.co/0CYoxf0bJY","[{'text': 'Orbán', 'indices': [100, 106]}, {'text': 'European', 'indices': [139, 148]}, {'text': 'Russian', 'indices': [183, 191]}, {'text': 'Putin', 'indices': [202, 208]}, {'text': 'Europe', 'indices': [244, 251]}, {'text': 'Hungary', 'indices': [256, 264]}]",1396495416057896960,1500511891910709256
523573,237907408,1500596277805219841,"""Australia faces its most difficult and dangerous security environment in 80 years.""

#Russia’s invasion of #Ukraine is a wake-up call for Europe and represents “a new arc of autocracy” that threatens to disrupt the world order, the PM warns.

https://t.co/xYMikVn21M

#auspol","[{'text': 'Russia', 'indices': [86, 93]}, {'text': 'Ukraine', 'indices': [108, 116]}, {'text': 'auspol', 'indices': [269, 276]}]",17499394,1500307052308033538
28548,26263379,1500280108992675843,"Pain😭😭😭 So much pain😭😭😭😭
I hope he stays safe and he stays alive so he can reunite with his family.😭❤
This war between #Ukraine and
#Russia is literally traumatizing a whole generation of children.😭 https://t.co/eKYdRitsBE",[],1460159240782462984,1500428254007775236
381528,1396495416057896960,1500511893013807107,"Tav-Yod. Psalm 119:10 found under the grouping for Bet. Using The Tree Of Life, The Omer Count, Pi and Strong’s Concordance, what pearls of God’s Wisdom can you find in that study? #PrayerToGiveYourSoulToJesus #Ukraine #UkraineRussianWar #409PrayerOfRepentance #HebrewRoots","[{'text': 'PrayerToGiveYourSoulToJesus', 'indices': [181, 209]}, {'text': 'Ukraine', 'indices': [210, 218]}, {'text': 'UkraineRussianWar', 'indices': [219, 237]}, {'text': '409PrayerOfRepentance', 'indices': [238, 260]}, {'text': 'HebrewRoots', 'indices': [261, 273]}]",19813058,1500382774762651651
65184,17499394,1500307052308033538,"At private San Francisco fundraiser, @FLOTUS Jill Biden says president works day and night on #Ukraine crisis https://t.co/Ft3s4tgAJF via @sfchronicle","[{'text': 'Ukraine', 'indices': [94, 102]}]",238207828,1500382440841433088
242889,1460159240782462984,1500428254007775236,"1/ #UkraineRussianWar #Ukraine 

Novomoskovsk, two more looters were tied to a pole. Locals thrash their arses after they are secured! https://t.co/YmUdJx6uPH","[{'text': 'UkraineRussianWar', 'indices': [3, 21]}, {'text': 'Ukraine', 'indices': [22, 30]}]",120001265,1500543777185972226
168983,19813058,1500382774762651651,"Good to see people within the Russian orthodox church speaking out against the war. These are probably the only ones in Putin's Russia who will not be thrown into jail for 15 years or told to join the army. 
#StandWithUkraine 
#PutinWarCrimes 
#PutinWarCriminal 
#Ukraine 🇺🇦","[{'text': 'StandWithUkraine', 'indices': [208, 225]}, {'text': 'PutinWarCrimes', 'indices': [227, 242]}, {'text': 'PutinWarCriminal', 'indices': [244, 261]}, {'text': 'Ukraine', 'indices': [263, 271]}]",2564343907,1500232833327157250
168181,238207828,1500382440841433088,Podcast: The Russo-Ukrainian War - Winston and I kick start Season 3 by discussing the current Ukrainian War. I answers questions on the current military situation in Ukraine and what the military... https://t.co/PAdzy5x3Fq by @GlobalForecastr #geopolitics #UkraineInvasion https://t.co/o09iEc71XC,"[{'text': 'geopolitics', 'indices': [244, 256]}, {'text': 'UkraineInvasion', 'indices': [257, 273]}]",2158550592,1499866922971992064
526235,120001265,1500597885284409344,"@nejoom @AaronParnas (1) Check out why #NATO was created.

(2) What is Warsaw pact and why it was created, and then came to its end in 1991.

Read both the #NATO perspective and #Russian","[{'text': 'NATO', 'indices': [39, 44]}, {'text': 'NATO', 'indices': [156, 161]}, {'text': 'Russian', 'indices': [178, 186]}]",1929965767,1500570697332047875
3683,2564343907,1500261631623929858,"Latest Defence Intelligence update on the situation in Ukraine - 05 March 2022
 
Find out more about the UK government's response: https://t.co/tncNukyxC6

🇺🇦 #StandWithUkraine 🇺🇦 https://t.co/toQd8un28D",[],2731499692,1496932250058956802
224484,1125807493161082880,1500417102271979524,"@flowergoogie @ua_parliament @Isaac_Herzog @naftalibennett @IsraelinUkraine @AlonUshpiz 😢Why are they calmly watching? They can stop it!
@Isaac_Herzog @naftalibennett @IsraelinUkraine @AlonUshpiz
   Close the sky over #Ukraine!
#ClosetheSkyoverUkraine
#StopPutin #StopRussia","[{'text': 'Ukraine', 'indices': [218, 226]}, {'text': 'ClosetheSkyoverUkraine', 'indices': [228, 251]}, {'text': 'StopPutin', 'indices': [252, 262]}, {'text': 'StopRussia', 'indices': [263, 274]}]",114268824,1499743558584127490
182120,718003371639066625,1500390909607030787,"As this 2016 article shows, experts have warned for years that Russia was seeking to divide Europe and conquer Ukraine (by supporting Brexit and EU-skeptic far right parties). Sadly, this advice was depicted by Brexiteers as scaremongering #Ukraine #Brexit https://t.co/nqHj0XRQtD",[],4767528991,1500336652677304321
25401,2158550592,1500276854254567426,This. #Afghanistan #Ukraine https://t.co/TKjQMiD17R,"[{'text': 'Afghanistan', 'indices': [18, 30]}, {'text': 'Ukraine', 'indices': [31, 39]}]",352848671,1499261688822042626
480288,1929965767,1500570697332047875,"This war has taken too long! 
The @UN, @NATO, #EuropeanUnion, #USA must do more!

#WarCrime 
#StopPutinsWar 
#StandWithUkraine https://t.co/l1EtP8VUje","[{'text': 'EuropeanUnion', 'indices': [46, 60]}, {'text': 'USA', 'indices': [62, 66]}, {'text': 'WarCrime', 'indices': [82, 91]}, {'text': 'StopPutinsWar', 'indices': [93, 107]}, {'text': 'StandWithUkraine', 'indices': [109, 126]}]",1265658336466202624,1497346947585396740
348606,2731499692,1500492270679830534,"@jensstoltenberg @AndrzejDuda Nuklear war in Europe can start without nuclear weapon. The biggest nuclear plant in Eaurope is attacked.
Push your goverments to close ukrainain sky!
#StandWithUkraine
#SupportUkraine
#StopPutin
NATO Allied Air Command","[{'text': 'StandWithUkraine', 'indices': [181, 198]}, {'text': 'SupportUkraine', 'indices': [199, 214]}, {'text': 'StopPutin', 'indices': [215, 225]}]",1213599977152270336,1499943515937202181
212233,114268824,1500409542139592710,"@IsraelinUkraine @MASHAVisrael @IsraelinPoland Close the sky over #Ukraine!
@Isaac_Herzog @naftalibennett @IsraelinUkraine @AlonUshpiz
This is the genocide of Ukrainians!","[{'text': 'Ukraine', 'indices': [66, 74]}]",1251448177485582338,1500347606031077379
103405,4767528991,1500336652677304321,"#Russia has “practically” completed the “mission” of destroying #Ukraine’s main military infrastructure, President #VladimirPutin said on Saturday.

https://t.co/s9Ii2oy4FH","[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'Ukraine', 'indices': [64, 72]}, {'text': 'VladimirPutin', 'indices': [115, 129]}]",1050338272570949633,1500373113351061504
81693,352848671,1500319845501571074,"@Twitter don't let #RussianPropaganda trend. People are dying. You have a moral obligation to also  #StopTheBigLie! ""How did #Twitter become one of the main tools for spreading #RussianPropaganda in the West? And how does #Russia rub out #Ukraine there?""
https://t.co/he12hCuQVw","[{'text': 'RussianPropaganda', 'indices': [35, 53]}, {'text': 'StopTheBigLie', 'indices': [116, 130]}]",1266988434,1500297306515861505
54686,1265658336466202624,1500299300991299589,Putin asserted that Russia has a rightfull claim to al territories from the Russian empire and a few hours ago he threatened Finland and Sweden. #Ukraine #stoprussia https://t.co/gRx0FBiNkX,[],76237140,1500589608106614786
286128,2871045886,1500454654706163712,"@JustinTrudeau @RTErdogan On March 5, Russian troops shelled the Ukrainian city of Mariupol. As a result, they killed a one-and-a-half-year-old child.
They have already injured 71 children and killed 38 children.
How many more deaths do you need to CLOSE THE SKY OVER UKRAINE?

#StopPutin #StopRussia https://t.co/zgFDIIm7Wk","[{'text': 'StopPutin', 'indices': [278, 288]}, {'text': 'StopRussia', 'indices': [289, 300]}]",326657615,1500130583921545218
